directed_id,original_edge_id,nvdb_id,name,geometry,is_reverse
1241,1297,1843126,Karlavägen,"LINESTRING (17.960595214083238 59.37103612735284, 17.960264939563025 59.37098979386495)",false
1242,1298,1843103,Långlötsvägen,"LINESTRING (17.960590918211615 59.37108004645904, 17.960595214083238 59.37103612735284)",false
1243,1299,1843101,Karlavägen,"LINESTRING (17.960595214083238 59.37103612735284, 17.961127430106128 59.37112374572792, 17.961763631103782 59.3712290827929, 17.961846886217273 59.371238684043185, 17.96193789157273 59.37124408344735, 17.962024189587492 59.37124194275149, 17.962118987891017 59.3712306768451, 17.96217331550257 59.37122030360622, 17.96232118404754 59.371195152415424)",false
1244,1300,623803,Kyrkogårdsvägen,"LINESTRING (17.962425815958888 59.37202405168307, 17.962302390169803 59.37198430838807, 17.962264700852852 59.37197753585678)",false
1245,1301,1842047,Ursviksvägen,"LINESTRING (17.96232118404754 59.371195152415424, 17.96252456376157 59.37144056310833, 17.96267625739625 59.371623887492085, 17.962744324914112 59.371727178979704)",false
1246,1302,623662,Kyrkogårdsvägen,"LINESTRING (17.962425815958888 59.37202405168307, 17.962790889704284 59.37214779327346)",false
1247,1303,623802,Kyrkogårdsvägen,"LINESTRING (17.962837463463533 59.371845176625705, 17.96258136477029 59.37189619651356, 17.962425815958888 59.37202405168307)",false
1248,1304,1842048,Ursviksvägen,"LINESTRING (17.962744324914112 59.371727178979704, 17.962764172159332 59.37175728894064)",false
1249,1305,1861189,Ursviksvägen,"LINESTRING (17.96108407168325 59.3696627783603, 17.961407585269825 59.37003646692213, 17.961886969821883 59.370646231152975, 17.9620495096629 59.37084796895551)",false
1250,1306,1861190,Ursviksvägen,"LINESTRING (17.9620495096629 59.37084796895551, 17.962173146425332 59.371001419777976)",false
1251,1307,1861191,Ursviksvägen,"LINESTRING (17.962173146425332 59.371001419777976, 17.96232118404754 59.371195152415424)",false
1252,1308,1861261,Ringvägen,"LINESTRING (17.95878201788785 59.3701687068324, 17.958882142166 59.370003816335, 17.959152768583795 59.36952949870402, 17.959196493316966 59.369412030865796, 17.959208806624368 59.369322817910465, 17.95921046559279 59.36923377494986, 17.959201673830027 59.3691571361533, 17.9591845194858 59.36907463970226, 17.95915787316061 59.36899393127425, 17.959097531754644 59.36889385040589, 17.958963289218765 59.368698282693124)",false
1253,1309,1861262,Örnstigen,"LINESTRING (17.957686648516354 59.369036471220575, 17.957607163196407 59.369234805212194, 17.957548889920723 59.369376720676705, 17.957441295949703 59.36960487848369, 17.957364106639442 59.369778664648436, 17.957324051180272 59.369903974070475, 17.957287198346112 59.369993285235495, 17.957249167749087 59.37008969500005)",false
1254,1310,1861270,Klintvägen,"LINESTRING (17.956214901794066 59.37004491695599, 17.95625586974609 59.36973611347217, 17.956288208618425 59.369579358120085, 17.9563128878524 59.369473349034514, 17.95634284063077 59.3693664385606, 17.956351222645175 59.369318937767446, 17.956338647236745 59.36928673003002, 17.95631523953442 59.36925143421235, 17.95627889533315 59.36921415836775, 17.956176553996528 59.36911608917234, 17.956085919918593 59.369029069420755)",false
1255,1311,1861292,Ursviksvägen,"LINESTRING (17.96086494294818 59.36932232010596, 17.96108407168325 59.3696627783603)",false
1256,1312,1861319,Ursviksvägen,"LINESTRING (17.96077549323698 59.36919901661864, 17.96086494294818 59.36932232010596)",false
1257,1313,1861360,Tulegatan,"LINESTRING (17.96077549323698 59.36919901661864, 17.961072505098485 59.369110417077216)",false
1258,1314,1861361,Tulegatan,"LINESTRING (17.961072505098485 59.369110417077216, 17.961486713243218 59.36898685878769)",false
1259,1315,1861363,Tulegatan,"LINESTRING (17.961604133636644 59.36910483564805, 17.961163311836383 59.36923453422045)",false
1260,1316,1861364,Tulegatan,"LINESTRING (17.961163311836383 59.36923453422045, 17.96086494294818 59.36932232010596)",false
1261,1317,1861365,Tulegatan,"LINESTRING (17.961604133636644 59.36910483564805, 17.961650698074255 59.36916091900477)",false
1262,1318,1861366,Tulegatan,"LINESTRING (17.961650698074255 59.36916091900477, 17.96193611795841 59.3695047849693, 17.962276605407393 59.36995770991048)",false
1263,1319,1962371,Ursviksvägen,"LINESTRING (17.962764172159332 59.37175728894064, 17.962837463463533 59.371845176625705)",false
1264,1320,1861362,Tulegatan,"LINESTRING (17.961486713243218 59.36898685878769, 17.96216922845427 59.36876724399298, 17.96268107408264 59.3686019787548)",false
1265,1321,1861330,Tulegatan,"LINESTRING (17.962813141151507 59.36872919164981, 17.961839565116627 59.36902741914294, 17.961604133636644 59.36910483564805)",false
1266,1322,1864644,Eliegatan,"LINESTRING (17.96331160163363 59.367404515179565, 17.96273898571176 59.3675758193002, 17.961825956207456 59.36787088273978)",false
1267,1323,1864675,Eliegatan,"LINESTRING (17.96331160163363 59.367404515179565, 17.963509781791412 59.367350478996535)",false
1268,1324,1864676,Starrbäcksgatan,"LINESTRING (17.96249463247826 59.36675757206735, 17.962803184137265 59.367007744351845, 17.96331160163363 59.367404515179565)",false
1269,1325,1864742,Vattugatan,"LINESTRING (17.96249463247826 59.36675757206735, 17.96108867800752 59.36719904438034, 17.95991504930233 59.367568945275174)",false
1270,1326,1864743,Vattugatan,"LINESTRING (17.95991504930233 59.367568945275174, 17.95981282654506 59.367601162705526)",false
1271,1327,1864744,Eliegatan,"LINESTRING (17.961825956207456 59.36787088273978, 17.96108953310607 59.36810767065426, 17.960611494489637 59.36825825157636, 17.96036678927092 59.36832760950445)",false
1272,1328,1864745,Eliegatan,"LINESTRING (17.96036678927092 59.36832760950445, 17.96022960108752 59.36836649814697)",false
1273,1329,1864746,Ursviksvägen,"LINESTRING (17.96022960108752 59.36836649814697, 17.96028636507484 59.36846247235123)",false
1274,1330,1864747,Ursviksvägen,"LINESTRING (17.96028636507484 59.36846247235123, 17.96050351897292 59.368829623989214)",false
1275,1331,1864748,Ursviksvägen,"LINESTRING (17.96050351897292 59.368829623989214, 17.96050860080857 59.36883821590358)",false
1276,1332,1864749,Ursviksvägen,"LINESTRING (17.96050860080857 59.36883821590358, 17.96054553455614 59.3689006602303, 17.96077549323698 59.36919901661864)",false
1277,1333,1864750,Lötgatan,"LINESTRING (17.96268107408264 59.3686019787548, 17.962643574804034 59.368568486955255)",false
1278,1334,1864751,Lötgatan,"LINESTRING (17.962643574804034 59.368568486955255, 17.96229078675093 59.36825355164602, 17.961825956207456 59.36787088273978)",false
1279,1335,1861341,Eriksvägen,"LINESTRING (17.95574770590485 59.368926678444524, 17.95559296747603 59.36908805124071)",false
1280,1336,1861340,Villavägen,"LINESTRING (17.95559296747603 59.36908805124071, 17.956048183049994 59.368992838710035)",false
1281,1337,1864630,Granlidsvägen,"LINESTRING (17.955778095600675 59.36811385418053, 17.95588132390383 59.368019713438606, 17.955936024483567 59.36794591191981, 17.95595017990088 59.36788727250836, 17.95594995703915 59.367838196661594, 17.955939357654 59.36778519567336, 17.955905913628836 59.367725191575786, 17.95577477894263 59.367548070316985, 17.95575362626828 59.367515401073305, 17.95571956276037 59.36748103872394, 17.955654314353186 59.36743405746462, 17.955433425096288 59.36726594422055)",false
1282,1338,1864692,Hästhagsgatan,"LINESTRING (17.95647209545546 59.36661777046762, 17.95611305408175 59.36683375765787, 17.955774421420386 59.36706987661747, 17.955433425096288 59.36726594422055)",false
1283,1339,1864582,Eriksvägen,"LINESTRING (17.95574770590485 59.368926678444524, 17.955714059992392 59.368754337368, 17.955643655712148 59.36858282082843, 17.95557594378263 59.36838458209477)",false
1284,1340,1864599,Dalsänkan,"LINESTRING (17.95557594378263 59.36838458209477, 17.955955728230165 59.368367019855555, 17.956086390422772 59.36835766763315, 17.956189009973045 59.368343290183375, 17.956310496413035 59.36832318306019, 17.95640199318541 59.36831006413439, 17.95698146288418 59.368205856478696, 17.957138975634567 59.368181381836024, 17.957266743040638 59.36816851770565, 17.957322182961097 59.36816509424939)",false
1285,1341,1861345,Villavägen,"LINESTRING (17.956048183049994 59.368992838710035, 17.955860048589997 59.36895925668164, 17.95574770590485 59.368926678444524)",false
1286,1342,1864869,Kanalstigen,"LINESTRING (17.955778095600675 59.36811385418053, 17.956020479350315 59.36810005445654, 17.95620301250626 59.36808390953692, 17.956425841001156 59.368045895299176, 17.95669810552293 59.3679959672181, 17.956859009400752 59.36798396027663, 17.957028932229083 59.36797100269608, 17.95722811670564 59.36796393171359)",false
1287,1343,1861271,Klintvägen,"LINESTRING (17.956085919918593 59.369029069420755, 17.956048183049994 59.368992838710035)",false
1288,1344,1861347,Villavägen,"LINESTRING (17.95763530098171 59.36865252806283, 17.95754568559434 59.36867330606605, 17.95739197805163 59.36870753438156, 17.956606766787367 59.368868807466356, 17.956048183049994 59.368992838710035)",false
1289,1345,1864708,Tallbostigen,"LINESTRING (17.95743505157203 59.366988248177414, 17.957352113762383 59.36697669612333, 17.957212059401463 59.366956771102984, 17.95710188605011 59.36693610510511, 17.956991152899423 59.36690617827812, 17.95687527432195 59.366870329571505, 17.956780620313246 59.366831977456755, 17.956706567687206 59.36679003085179, 17.95663086531511 59.36673803047784, 17.95647209545546 59.36661777046762)",false
1290,1346,970591,Örnstigen,"LINESTRING (17.957322182961097 59.36816509424939, 17.95763530098171 59.36865252806283)",false
1291,1347,1864600,Dalsänkan,"LINESTRING (17.957322182961097 59.36816509424939, 17.957390038162096 59.36816090383684, 17.95751268287281 59.368160376504186, 17.95764343971697 59.36816162390533, 17.95777169070319 59.36816563279236, 17.957894717496643 59.368171916721714, 17.95858515176966 59.36823912358672, 17.959294581415023 59.368303056020096, 17.959809299061522 59.368348204682185)",false
1292,1348,1864706,Österbergsstigen,"LINESTRING (17.95727355132196 59.36727535449707, 17.95743505157203 59.366988248177414)",false
1293,1349,1864707,Tallbostigen,"LINESTRING (17.958594290666078 59.3668461293637, 17.957993788569617 59.366943408584824, 17.95779982787749 59.36696955615241, 17.957666149281536 59.36698524179555, 17.957575046821088 59.366989097255086, 17.95743505157203 59.366988248177414)",false
1294,1350,1861346,Villavägen,"LINESTRING (17.958963289218765 59.368698282693124, 17.95841113918839 59.368651527088716, 17.95811209291368 59.368627276932614, 17.95798151680007 59.36862004126997, 17.957860115331442 59.36862354209459, 17.957743912613914 59.368633772084955, 17.957648831153143 59.3686493994787, 17.95763530098171 59.36865252806283)",false
1295,1351,1864587,Villavägen,"LINESTRING (17.959809299061522 59.368348204682185, 17.959808708269097 59.36837434909215, 17.959793696290212 59.36840915090387, 17.95976110275023 59.36844422614493, 17.959712566403972 59.36847110881719, 17.959658167273705 59.36848910275268, 17.959337914108364 59.36859341294418, 17.958963289218765 59.368698282693124)",false
1296,1352,1864656,Kanalstigen,"LINESTRING (17.95959391522019 59.36763859966745, 17.959277562744045 59.36774515759835)",false
1297,1353,1864601,Villavägen,"LINESTRING (17.959277562744045 59.36774515759835, 17.959407791569575 59.36788863500182, 17.959667306886992 59.36816635538178, 17.95975305415316 59.36825433019077, 17.959798983671817 59.368309440120925, 17.959809299061522 59.368348204682185)",false
1298,1354,1864670,Ursviksvägen,"LINESTRING (17.95981282654506 59.367601162705526, 17.959576125881174 59.36711978037903, 17.959331946299915 59.36669249188314)",false
1299,1355,1864663,Ursviksvägen,"LINESTRING (17.959507290828295 59.367483169579266, 17.95959391522019 59.36763859966745)",false
1300,1356,1864662,Ursviksvägen,"LINESTRING (17.95959391522019 59.36763859966745, 17.95981282654506 59.367601162705526)",false
1301,1357,1864870,Kanalstigen,"LINESTRING (17.95722811670564 59.36796393171359, 17.957232241058747 59.36796378422392, 17.957598928222332 59.36795922930121, 17.95798250145656 59.36795167523839, 17.958135940692888 59.3679487680901, 17.958286189122106 59.36793692032933, 17.95845062358247 59.36792159635616, 17.958607893247194 59.367901834028004, 17.95885422923316 59.36785825886707, 17.95907168966733 59.367804753393855, 17.959277562744045 59.36774515759835)",false
1302,1358,1867268,Ursviksvägen,"LINESTRING (17.958452006012962 59.3657637639774, 17.958480239119105 59.36580777404195, 17.958498849009754 59.36585165208819, 17.958511676387513 59.36589725189331, 17.958526506585702 59.36594038004319, 17.958601897573846 59.36605971772898, 17.958931907567113 59.366493334941985, 17.959112360788705 59.36676374837372, 17.9592402920668 59.36698616525697, 17.959437060399424 59.36735201553048, 17.959507290828295 59.367483169579266)",false
1303,1359,1867274,Ursviksvägen,"LINESTRING (17.959331946299915 59.36669249188314, 17.95911562897152 59.366402450057016, 17.958903086546623 59.366131444209564, 17.958789837283074 59.365967964736065)",false
1304,1360,1867279,Hästhagsgatan,"LINESTRING (17.95647209545546 59.36661777046762, 17.95673194937015 59.36647719543801, 17.95680452602557 59.366430826241, 17.956852145879164 59.36640474720087, 17.956909656550863 59.3663836915144, 17.956962772048875 59.36636978045202, 17.95704485814395 59.366357620318105, 17.957132157243205 59.366343463806885, 17.957234376315096 59.366328806971765, 17.95731595570476 59.36630820243694, 17.957401792136853 59.36627826375933, 17.957489558658338 59.36624501934837, 17.957603048502662 59.366185743119914, 17.95783266761752 59.36605789295064, 17.958018193205092 59.36597053607388)",false
1305,1361,1867291,Hästhagsgatan,"LINESTRING (17.958018193205092 59.36597053607388, 17.95820355260886 59.365871177533705, 17.95833692612953 59.365796065478186, 17.958399304679425 59.36577574328833, 17.958452006012962 59.3657637639774)",false
1306,1362,1867305,Vegagatan,"LINESTRING (17.959331946299915 59.36669249188314, 17.95942530216216 59.36666339653964)",false
1307,1363,1867306,Vegagatan,"LINESTRING (17.95942530216216 59.36666339653964, 17.95960070978951 59.36660872241241)",false
1308,1364,1867307,Vegagatan,"LINESTRING (17.95960070978951 59.36660872241241, 17.959615720001878 59.36660404407987)",false
1309,1365,1867521,Svalgränd,"LINESTRING (17.958855589625266 59.36594858114636, 17.958789837283074 59.365967964736065)",false
1310,1366,784914,Löfströmsvägen,"LINESTRING (17.953250211386695 59.36443028056553, 17.953304185492424 59.36443820516801, 17.95338796588184 59.364451843293324, 17.9534707514105 59.364466995566005, 17.953637300036537 59.364495786146925, 17.953719481349072 59.36451167981369, 17.953771383329588 59.36452006453653)",false
1311,1367,784915,Löfströmsvägen,"LINESTRING (17.953771383329588 59.36452006453653, 17.95380369895561 59.36452528081049, 17.953886724562707 59.364540355495976, 17.954371595072008 59.36464645150491, 17.954534153487316 59.36467832371049, 17.954615937725276 59.36469551080652, 17.955291603020484 59.36479538206442, 17.955378115549436 59.36480216365415, 17.95581633244199 59.36482012735621, 17.957103628542107 59.36470760952246)",false
1312,1368,1867344,Björkhagsvägen,"LINESTRING (17.955728671261923 59.365751390797094, 17.95573402625707 59.36576619491444, 17.95574558334097 59.36583526792041, 17.955751172978182 59.36592133377559, 17.955757174541766 59.365995951256174, 17.955749236112734 59.36606068588372, 17.955736694564305 59.36611076108771, 17.9556868864951 59.36620858771473)",false
1313,1369,1867185,Tallbostigen,"LINESTRING (17.9556868864951 59.36620858771473, 17.955874633264834 59.366313131123086, 17.956222065748427 59.366498924218014, 17.95647209545546 59.36661777046762)",false
1314,1370,1867343,Björkhagsvägen,"LINESTRING (17.955705783446607 59.36568865818795, 17.955728671261923 59.365751390797094)",false
1315,1371,1867605,Järnvägsgatan,"LINESTRING (17.955900633135723 59.3656588362329, 17.955896342286724 59.365660910440134, 17.95579676112796 59.365676530815456, 17.955705783446607 59.36568865818795)",false
1316,1372,1962390,Löfströms Allé,"LINESTRING (17.959404819725467 59.36358141010522, 17.959383836144873 59.36359452973943, 17.9579032227925 59.36449896433124, 17.957405979760615 59.36479831804649, 17.956900130154033 59.365114974118036, 17.956623431962836 59.36529589202985, 17.956528345105152 59.36535644831079)",false
1317,1373,1867609,Järnvägsgatan,"LINESTRING (17.95685817783235 59.365536294829354, 17.956729193778113 59.36555468567137, 17.956582900595194 59.365557456175694)",false
1318,1374,1867608,Järnvägsgatan,"LINESTRING (17.95720983261853 59.36548535680541, 17.957056355925165 59.36550954066955, 17.95685817783235 59.365536294829354)",false
1319,1375,1961941,Löfströmsvägen,"LINESTRING (17.957103628542107 59.36470760952246, 17.95722511901283 59.36468386196045, 17.957370181036435 59.36466234708333, 17.95737018622894 59.3646623460669)",false
1320,1376,1867607,Järnvägsgatan,"LINESTRING (17.95722663201205 59.36548270939809, 17.95720983261853 59.36548535680541)",false
1321,1377,1867606,Järnvägsgatan,"LINESTRING (17.958166828263405 59.36528365954382, 17.957756147129448 59.365375578304054, 17.95751586452862 59.36543106436762, 17.957290252341988 59.36547268435481, 17.95722663201205 59.36548270939809)",false
1322,1378,1961942,Löfströmsvägen,"LINESTRING (17.95737018622894 59.3646623460669, 17.95792484322007 59.36458009344329)",false
1323,1379,1961943,Löfströmsvägen,"LINESTRING (17.95792484322007 59.36458009344329, 17.957924846655686 59.36458009246673, 17.95803309973988 59.364564039950785, 17.95854406647946 59.36446132509063)",false
1324,1380,1868987,Järnvägsgatan,"LINESTRING (17.958264681531976 59.3652502485237, 17.958166828263405 59.36528365954382)",false
1325,1381,1867480,Ursviksvägen,"LINESTRING (17.958596228221957 59.36573701010709, 17.958166828263405 59.36528365954382)",false
1326,1382,1868986,Järnvägsgatan,"LINESTRING (17.959952330419185 59.36472187714848, 17.959473591470687 59.364854642458454, 17.958697736471372 59.365102386211596, 17.958264681531976 59.3652502485237)",false
1327,1383,1867300,Ursviksvägen,"LINESTRING (17.958452006012962 59.3657637639774, 17.958596228221957 59.36573701010709)",false
1328,1384,1867289,Ursviksvägen,"LINESTRING (17.958789837283074 59.365967964736065, 17.958596228221957 59.36573701010709)",false
1329,1385,1867520,Svalgränd,"LINESTRING (17.960707692048206 59.36540219368532, 17.959918582407695 59.36563518895609, 17.958855589625266 59.36594858114636)",false
1330,1386,1962391,Löfströms Allé,"LINESTRING (17.95639996335583 59.36533645542685, 17.956764596955168 59.36510806555807, 17.957368045373546 59.36474354714476, 17.957921655949473 59.364385808944, 17.9586674335024 59.36394468396557, 17.95930433996497 59.363559762190604, 17.95932472433023 59.36354724025886)",false
1331,1387,1969956,Löfströmsvägen,"LINESTRING (17.953771383329588 59.36452006453653, 17.953721963602298 59.36456552086226, 17.953644189260963 59.364605158899636, 17.95357411862145 59.36463075709927, 17.953478382014502 59.36465594842818, 17.95336232184261 59.364680629742324, 17.95317903330297 59.36472432976595, 17.953060042217786 59.36476268183086, 17.95298267449676 59.36480012667349, 17.952924307469612 59.36483400490878, 17.952915400743574 59.36484045009029)",false
1332,1388,1969957,Löfströmsvägen,"LINESTRING (17.952915400743574 59.36484045009029, 17.952915397385762 59.36484045196355, 17.95287160751728 59.36487212185793)",false
1333,1389,1969958,Löfströmsvägen,"LINESTRING (17.95287160751728 59.36487212185793, 17.952826099306776 59.3649170309174, 17.95278206919593 59.364967603516874, 17.952702209812816 59.365080873525535)",false
1334,1390,1867308,Vegagatan,"LINESTRING (17.959615720001878 59.36660404407987, 17.960173769366552 59.36643010027074, 17.961538218366336 59.36600970903621)",false
1335,1391,1867519,Svalgränd,"LINESTRING (17.960781631140566 59.365380362264716, 17.960707692048206 59.36540219368532)",false
1336,1392,1867487,Starrbäcksgatan,"LINESTRING (17.960781631140566 59.365380362264716, 17.96103782442835 59.36557626677467)",false
1337,1393,1867546,Duvgränd,"LINESTRING (17.96103782442835 59.36557626677467, 17.96111720815086 59.36555095793173)",false
1338,1394,1867287,Starrbäcksgatan,"LINESTRING (17.961538218366336 59.36600970903621, 17.96103782442835 59.36557626677467)",false
1339,1395,1867547,Duvgränd,"LINESTRING (17.96111720815086 59.36555095793173, 17.961788015335795 59.365337089669794, 17.96267899289664 59.365049113358594)",false
1340,1396,1867272,Starrbäcksgatan,"LINESTRING (17.961538218366336 59.36600970903621, 17.96249463247826 59.36675757206735)",false
1341,1397,1867548,Vegagatan,"LINESTRING (17.96316989765302 59.365485622794225, 17.9624135945261 59.365728523266284, 17.961538218366336 59.36600970903621)",false
1342,1398,1868904,Järnvägsgatan,"LINESTRING (17.961856358526454 59.36410589558426, 17.961631036069534 59.36418842956957)",false
1343,1401,775188,Fredsgatan,"LINESTRING (17.963140847592317 59.3654379659787, 17.96311063579041 59.36539071297776, 17.96306668212546 59.36534636032588, 17.96267899289664 59.365049113358594)",false
1344,1402,775181,Fredsgatan,"LINESTRING (17.96291402118521 59.36497387818129, 17.96309832744031 59.365134642618685, 17.96325252980573 59.36526914249373, 17.96328340863483 59.3652899437343, 17.963318529482322 59.36530892322491, 17.963357450349125 59.36532585737785, 17.963399731580566 59.36534054951002)",false
1345,1403,775187,Fredsgatan,"LINESTRING (17.96316989765302 59.365485622794225, 17.96314820228378 59.36546072184043, 17.963140847592317 59.3654379659787)",false
1346,1404,775190,Fredsgatan,"LINESTRING (17.963140847592317 59.3654379659787, 17.96314345602468 59.365416816734005, 17.963152948597685 59.365398907655035, 17.96316883221643 59.36538221913395, 17.963190542823043 59.36536734807671, 17.96322149055476 59.36535322849879, 17.96325289048307 59.3653438881251, 17.963287153172086 59.36533769961383, 17.963328267204897 59.365334778953525, 17.963364526717303 59.365335940430086, 17.963399731580566 59.36534054951002)",false
1347,1405,775186,Fredsgatan,"LINESTRING (17.963268832135523 59.36552658675045, 17.963235928815575 59.36551869936242, 17.96319724685801 59.36550248759866, 17.96316989765302 59.365485622794225)",false
1348,1406,687396,Skrivargatan,"LINESTRING (17.943893779781547 59.383471645412335, 17.94224075170276 59.38385996252786)",false
1349,1407,376122,Ursviks Allé,"LINESTRING (17.944356800756932 59.38434446947371, 17.942875492279224 59.38466643779017)",false
1350,1408,376136,Skördegatan,"LINESTRING (17.944864918597442 59.385154352305776, 17.943519141996553 59.3854530212762)",false
1351,1409,376123,Stallgatan,"LINESTRING (17.943467424696717 59.38259606024929, 17.943893779781547 59.383471645412335)",false
1352,1410,376124,Stallgatan,"LINESTRING (17.943893779781547 59.383471645412335, 17.944356800756932 59.38434446947371)",false
1353,1411,376063,Skrivargatan,"LINESTRING (17.94546355280765 59.38309207974738, 17.943893779781547 59.383471645412335)",false
1354,1412,376134,Mönstringsvägen,"LINESTRING (17.94427205792446 59.38618768931417, 17.94419456043284 59.38620424427764)",false
1355,1413,376133,Mönstringsvägen,"LINESTRING (17.945489414850933 59.38592762907595, 17.94427205792446 59.38618768931417)",false
1356,1414,376125,Stallgatan,"LINESTRING (17.944356800756932 59.38434446947371, 17.944498992399 59.384586616293525, 17.94482885280043 59.38510126091786, 17.944864918597442 59.385154352305776)",false
1357,1415,376121,Ursviks Allé,"LINESTRING (17.945839707156964 59.38402052482495, 17.944356800756932 59.38434446947371)",false
1358,1416,376126,Stallgatan,"LINESTRING (17.944864918597442 59.385154352305776, 17.944912211012713 59.38522395766744, 17.944972227273986 59.3852711076002, 17.94501192564605 59.385363411913616, 17.945132338993858 59.38544057608844, 17.94517244977348 59.38553762454627, 17.945186096079453 59.38555441542919)",false
1359,1417,376135,Skördegatan,"LINESTRING (17.946305659470358 59.38483372743125, 17.944864918597442 59.385154352305776)",false
1360,1418,376127,Stallgatan,"LINESTRING (17.945186096079453 59.38555441542919, 17.945489414850933 59.38592762907595)",false
1361,1419,586297,Enköpingsvägen,"LINESTRING (17.945025394141467 59.38122478430971, 17.945066046123625 59.38133584742225)",false
1362,1420,376132,Mönstringsvägen,"LINESTRING (17.94688280285674 59.38562994845222, 17.945489414850933 59.38592762907595)",false
1363,1421,376062,Skrivargatan,"LINESTRING (17.947005059132035 59.3827918225151, 17.94546355280765 59.38309207974738)",false
1364,1422,376120,Ursviks Allé,"LINESTRING (17.947211695500467 59.383727833812614, 17.945839707156964 59.38402052482495)",false
1365,1423,376048,Kronogårdsvägen,"LINESTRING (17.947908827619138 59.384861883350915, 17.94755017573396 59.384895547417266, 17.946463134896927 59.385062443594364)",false
1366,1424,376106,Arrendevägen,"LINESTRING (17.947005059132035 59.3827918225151, 17.94704900737736 59.38245944952406, 17.946639958397387 59.38169087214547)",false
1367,1425,376105,Arrendevägen,"LINESTRING (17.947211695500467 59.383727833812614, 17.94705011422552 59.38319748500844, 17.947005059132035 59.3827918225151)",false
1368,1426,376104,Arrendevägen,"LINESTRING (17.94738818861042 59.38401610845059, 17.947211695500467 59.383727833812614)",false
1369,1427,376119,Ursviks Allé,"LINESTRING (17.948405774722428 59.38347352213542, 17.947211695500467 59.383727833812614)",false
1370,1428,738959,Arrendevägen,"LINESTRING (17.947908827619138 59.384861883350915, 17.94763686198282 59.38445764892343)",false
1371,1429,738960,Hemmansvägen,"LINESTRING (17.94763686198282 59.38445764892343, 17.948111300043447 59.38437085716889, 17.948261864223504 59.38433136554883, 17.948990378118758 59.38403626625203, 17.94917397650049 59.383948266622106)",false
1372,1430,376107,Brännarvägen,"LINESTRING (17.947489828479252 59.381457412234546, 17.947807382602115 59.38163676976625)",false
1373,1431,738958,Kronogårdsvägen,"LINESTRING (17.949397417118224 59.38494389368153, 17.949099274309788 59.38489532967522, 17.9488357991499 59.38487193205138, 17.948661149664947 59.38485642752929, 17.9484117431291 59.384853036858686, 17.947908827619138 59.384861883350915)",false
1374,1432,810838,Kvarnvägen,"LINESTRING (17.93826360821463 59.38174624232255, 17.93831137519039 59.38168016252414, 17.938335950592883 59.38163975663747, 17.93836303406967 59.38159638282003, 17.9383797201002 59.381551715741885, 17.938389918917238 59.38150982770697, 17.93839225429964 59.38146580754268, 17.93838076904229 59.38137708897818, 17.938377433250725 59.38130133297269, 17.938454168260776 59.38119270842075)",false
1375,1433,810837,Kvarnvägen,"LINESTRING (17.938454168260776 59.38119270842075, 17.938538160961937 59.38129708145666, 17.93854435756525 59.38141584193756, 17.938550927897303 59.381460604893036, 17.93855732466249 59.38150417664843, 17.93857542353832 59.38154519327073, 17.93862732709834 59.381604192344724, 17.93868861993683 59.38164307621403)",false
1376,1434,851872,Gåsörtsvägen,"LINESTRING (17.949396994213448 59.387349179050744, 17.948852214075103 59.38756587448659)",false
1377,1,1851701,Mjölnerbacken,"LINESTRING (17.93238597124503 59.37897551681522, 17.932378875095445 59.378872178193056, 17.932371446829748 59.37882737143617, 17.932367087651677 59.37876182834971, 17.93237170531169 59.37870377518044, 17.93239443739082 59.378645440369674, 17.93243686298486 59.378595522568084, 17.932489694565007 59.37855007024797, 17.932559705241164 59.37851552660635, 17.932656307790868 59.37848873254058, 17.93278058471137 59.37847386000104)",true
1378,2,1851569,Rissneleden,"LINESTRING (17.93238597124503 59.37897551681522, 17.932650285191794 59.37898810912601, 17.93285127068394 59.37899457750389, 17.933059556089294 59.37900746792168, 17.93328697302472 59.37902796983918, 17.933554227793273 59.37906337197154, 17.93378616910646 59.37910666700725, 17.934022586275532 59.379162414054804, 17.934227229867016 59.37922218257282, 17.934454911726725 59.37930174011317, 17.93468712499222 59.37939540180261, 17.934973910238252 59.37952769554141, 17.935402667463542 59.37974275029012, 17.935873315556073 59.38000836694408, 17.936099506345926 59.380135319438814, 17.936124184081933 59.38014760527937)",true
1379,3,1851723,Mjölnerbacken,"LINESTRING (17.93299069122316 59.37848626022609, 17.93301217488801 59.378488490604845, 17.93312342401653 59.37851157025348, 17.933225616990427 59.37854376746461, 17.933438003173713 59.37861758744859, 17.933624323616637 59.37868362787021, 17.933725637130934 59.37871012054653, 17.93381374189328 59.37872947015956, 17.933925529687613 59.378743281659006, 17.93406147635632 59.37875074453928, 17.934375133757914 59.3787680186609, 17.934496483937433 59.37878141675871, 17.93463684118494 59.37879996707483, 17.934773555104115 59.3788297416376, 17.934891302545424 59.37885849631949)",true
1380,4,1851722,Mjölnerbacken,"LINESTRING (17.934891302545424 59.37885849631949, 17.935081877563153 59.378905056584195)",true
