edge_id,source,target,osm_id,highway,name,maxspeed,oneway,lanes,surface,refs,geometry,is_reverse,length_m,maxspeed_kmh,cost_s,from_cell,to_cell,lca_res
1639,4988668406,4988668405,509676226,residential,Mjölnerbacken,30,no,,,"[4988668406, 4988668405]","LINESTRING (17.936111 59.378984200000005, 17.936145200000002 59.3790321)",false,5.6675243,30.0,0.6801029,612639521737015295,612639521737015295,8
1640,5062194427,5062194422,519086778,service,,20.0,,,paved,"[5062194427, 10867009645, 5062194426, 10867009647, 5062194425, 10867009648, 10867009649, 5062194424, 10867009650, 5062194423, 10867009642, 10867009641, 5062194422]","LINESTRING (17.942535900000003 59.3744014, 17.9425788 59.3743721, 17.942684800000002 59.374340700000005, 17.9427746 59.374327, 17.942898 59.374331100000006, 17.9430026 59.3743509, 17.9431005 59.374369, 17.943155400000002 59.374402100000005, 17.9431789 59.374448900000004, 17.9431729 59.374497100000006, 17.943122900000002 59.3745394, 17.943054200000002 59.3745777, 17.942985200000003 59.3746044)",false,67.27368,20.0,12.109263,612639521774764031,612639521774764031,8
1641,9362941689,5269795370,545231856,service,,20.0,,,asphalt,"[9362941689, 5269795370]","LINESTRING (17.9741189 59.3738109, 17.9742055 59.3738102)",false,4.90621,20.0,0.88311785,612639521707655167,612639521707655167,8
1642,13827834774,6003114304,301973760,secondary,Enköpingsvägen,50,yes,2,asphalt,"[13827834774, 6003114304]","LINESTRING (17.939056400000002 59.381863800000005, 17.938984700000002 59.381887600000006)",false,4.8468604,50.0,0.34897393,612639521737015295,612639521737015295,8
1643,5962543933,12953812453,1409723354,tertiary,Rissneleden,30,yes,,asphalt,"[5962543933, 12953812408, 12953812443, 12953812442, 12953812453]","LINESTRING (17.929943400000003 59.375688700000005, 17.9298596 59.37578070000001, 17.929799300000003 59.3758191, 17.9296283 59.375915600000006, 17.9295593 59.375945200000004)",false,36.31047,30.0,4.3572564,612639521734918143,612639521734918143,8
1644,11188742876,7293355611,1207539230,residential,Brotorps allé,30,yes,,asphalt,"[11188742876, 11188742870, 11188742878, 11188742879, 11188742882, 7293355611]","LINESTRING (17.978276400000002 59.383630200000006, 17.9784447 59.383608, 17.9784769 59.383603900000004, 17.9793217 59.3834954, 17.9793667 59.383489600000004, 17.979561800000003 59.3834646)",false,75.08569,30.0,9.0102825,612639521669906431,612639521669906431,8
1645,8248062007,8248062009,887017585,service,,20.0,,,asphalt,"[8248062007, 8248062009]","LINESTRING (17.9599631 59.365042800000005, 17.959699500000003 59.365115800000005)",false,16.999113,20.0,3.0598402,612639521770569727,612639521770569727,8
1646,8260614605,8255104049,888497703,service,,20.0,,,,"[8260614605, 8255104055, 8255104049]","LINESTRING (17.9352847 59.3726257, 17.9351767 59.372618, 17.934873800000002 59.372637000000005)",false,23.466084,20.0,4.223895,612639521774764031,612639521774764031,8
1647,8496773902,8255104056,888497950,service,,20.0,,,,"[8496773902, 8496773903, 8496773904, 8255104056]","LINESTRING (17.934331800000002 59.3731403, 17.9351404 59.3730309, 17.9353121 59.372921600000005, 17.935599500000002 59.3727122)",false,91.37118,20.0,16.446814,612639521774764031,612639521774764031,8
1648,8905575594,8905575592,962740723,service,,20.0,,,,"[8905575594, 8905575593, 8905575592]","LINESTRING (17.9705833 59.3574926, 17.9705738 59.357530600000004, 17.969873 59.357485100000005)",false,44.29751,20.0,7.9735518,612639521078509567,612639521078509567,8
1649,9362941688,11126031882,1199597897,service,,20.0,,,,"[9362941688, 11126031882]","LINESTRING (17.973362100000003 59.3737574, 17.973258700000002 59.37379060000001)",false,6.923579,20.0,1.2462442,612639521707655167,612639521707655167,8
1650,9838715812,9838726727,1072294796,living_street,Bergshöjden,20.0,,,,"[9838715812, 9838726727]","LINESTRING (17.9536604 59.378007100000005, 17.9533396 59.3774432)",false,65.28244,20.0,11.75084,612639521676197887,612639521676197887,8
1651,9838726728,9838726729,1072294797,living_street,,20.0,,,,"[9838726728, 9838726729]","LINESTRING (17.9530593 59.3775307, 17.952804 59.3775659)",false,14.980635,20.0,2.6965141,612639521676197887,612639521676197887,8
1652,9838740866,9838740872,1072298610,living_street,Lötsjövägen,20.0,,,,"[9838740866, 9838740864, 9838740872]","LINESTRING (17.9690331 59.3735506, 17.9690714 59.373538100000005, 17.9694331 59.373486500000006)",false,23.854074,20.0,4.2937336,612639521705558015,612639521707655167,7
1654,10009336099,10009336100,1092923119,service,,20.0,,,,"[10009336099, 10009336100]","LINESTRING (17.969556400000002 59.3563029, 17.9696067 59.35601930000001)",false,31.663477,20.0,5.6994257,612639521078509567,612639521078509567,8
1655,10188497293,10188497294,1113642009,service,,20.0,,,,"[10188497293, 10188497294]","LINESTRING (17.9627222 59.382355800000006, 17.9625786 59.38211570000001)",false,27.909037,20.0,5.023627,612639521663614975,612639521663614975,8
1656,10188759306,10188759307,1113697519,service,,20.0,,,asphalt,"[10188759306, 10188759307]","LINESTRING (17.9621535 59.365810100000004, 17.962472400000003 59.3660755)",false,34.60329,20.0,6.2285924,612639521770569727,612639521770569727,8
1657,10196980459,10196980460,1114894535,service,,20.0,,,asphalt,"[10196980459, 10196980460]","LINESTRING (17.9607643 59.3673045, 17.9605026 59.367088)",false,28.273518,20.0,5.089233,612639521770569727,612639521770569727,8
1658,11994770561,11994770562,1293968509,service,,20.0,,,asphalt,"[11994770561, 11994770562]","LINESTRING (17.977936500000002 59.372900400000006, 17.9785046 59.3730107)",false,34.43964,20.0,6.199135,612639521707655167,612639521707655167,8
1659,11998003695,11998003694,1294618563,service,,20.0,,,asphalt,"[11998003695, 11998003694]","LINESTRING (17.976827800000002 59.366672900000005, 17.976914400000002 59.366778200000006)",false,12.6953335,20.0,2.28516,612639521697169407,612639521697169407,8
1660,12122786268,12122786271,1309100497,service,,20.0,,,,"[12122786268, 12122786269, 12122786270, 12122786271]","LINESTRING (17.9362005 59.372772100000006, 17.936271100000003 59.3728314, 17.9364318 59.372935600000005, 17.936487200000002 59.3729389)",false,25.606546,20.0,4.6091785,612639521774764031,612639521774764031,8
1661,320377,423889,46836476,secondary,Enköpingsvägen,60,yes,2,asphalt,"[320377, 1334976941, 11343897134, 423883, 11343897133, 262307093, 11343897132, 1687161017, 11343897131, 423885, 11343897130, 423887, 423889]","LINESTRING (17.985164700000002 59.379235200000004, 17.9844118 59.3792301, 17.983997900000002 59.379239000000005, 17.9836034 59.37925860000001, 17.9832424 59.37929690000001, 17.982871600000003 59.37934920000001, 17.982555100000003 59.3794059, 17.9822037 59.379484100000006, 17.9818776 59.379570400000006, 17.9816115 59.3796547, 17.9812793 59.3797706, 17.9807785 59.379963000000004, 17.978864100000003 59.3806985)",false,404.66022,60.0,24.279613,612639521726529535,612639521669906431,6
1662,1676627006,320380,155252030,service,,20.0,,,,"[1676627006, 320380]","LINESTRING (17.9846955 59.377994400000006, 17.9850302 59.3779771)",false,19.054623,20.0,3.4298322,612639521726529535,612639521726529535,8
1663,423912,516672986,1067832113,tertiary,,40,,2,asphalt,"[423912, 516672986]","LINESTRING (17.9725022 59.3787438, 17.972577700000002 59.378703400000006)",false,6.202128,40.0,0.5581915,612639521669906431,612639521669906431,8
1664,516672986,267953862,1067832114,tertiary,,40,,2,asphalt,"[516672986, 267953861, 516672991, 423914, 516673001, 267953862]","LINESTRING (17.972577700000002 59.378703400000006, 17.9726246 59.378688700000005, 17.972729700000002 59.378673000000006, 17.972816400000003 59.378674100000005, 17.972919700000002 59.3786926, 17.973009100000002 59.378731)",false,27.059797,40.0,2.4353817,612639521669906431,612639521669906431,8
1665,103887321,267953862,191742769,tertiary,Ursviksvägen,40,yes,2,asphalt,"[103887321, 297941196, 423916, 423915, 1077575980, 267953862]","LINESTRING (17.972637000000002 59.3773272, 17.972678900000002 59.3774365, 17.9728332 59.3777795, 17.972988100000002 59.3782209, 17.9729193 59.378593300000006, 17.973009100000002 59.378731)",false,159.09706,40.0,14.318735,612639521707655167,612639521669906431,6
1666,527849888,423919,979314460,secondary,Enköpingsvägen,60,yes,2,asphalt,"[527849888, 423919]","LINESTRING (17.9697496 59.380625, 17.9686083 59.38033480000001)",false,72.24504,60.0,4.3347025,612639521669906431,612639521669906431,8
1667,2037308119,431710,46833554,secondary,Enköpingsvägen,60,yes,2,asphalt,"[2037308119, 431712, 431711, 431710]","LINESTRING (17.9541855 59.3799629, 17.9514543 59.3803435, 17.9497742 59.38058470000001, 17.9458939 59.381212600000005)",false,489.8141,60.0,29.388844,612639521676197887,612639521676197887,8
1668,747150525,21684601,193174811,residential,Gunnarbovägen,30,,,asphalt,"[747150525, 6001153052, 11194926052, 2525416811, 5416692259, 21684590, 21684597, 2525416834, 5416691413, 11195947578, 21684598, 21684599, 21684600, 258398027, 21684601]","LINESTRING (17.9800632 59.3848302, 17.980191700000002 59.3848744, 17.9813198 59.3852703, 17.9815544 59.385352600000004, 17.9824238 59.3856423, 17.9825845 59.38569390000001, 17.983315 59.3859331, 17.9835801 59.386041000000006, 17.983649200000002 59.386074300000004, 17.983821900000002 59.386143800000006, 17.984015900000003 59.3861855, 17.984205000000003 59.386191800000006, 17.984447900000003 59.3861806, 17.9846699 59.38614320000001, 17.985024900000003 59.386047000000005)",false,330.81055,30.0,39.697266,612639521722335231,612639521722335231,8
1669,1665508371,1665508324,301973761,secondary,Enköpingsvägen,60,yes,2,asphalt,"[1665508371, 25501548, 25501550, 1665508316, 1665508324]","LINESTRING (17.9406046 59.3815394, 17.9427799 59.3814068, 17.943618100000002 59.3813551, 17.944697100000003 59.381264800000004, 17.9450286 59.381215700000006)",false,253.37155,60.0,15.202293,612639521737015295,612639521676197887,6
1670,1665508324,12478989816,270358120,secondary,Enköpingsvägen,60,yes,2,asphalt,"[1665508324, 7550884939, 25501552, 25501556, 25501559, 12478989816]","LINESTRING (17.9450286 59.381215700000006, 17.9452286 59.3811844, 17.946355500000003 59.3810106, 17.9495495 59.3805051, 17.9513269 59.380236700000005, 17.9522575 59.380106700000006)",false,427.6034,60.0,25.656204,612639521676197887,612639521676197887,8
1671,2037308111,25501582,270358120,secondary,Enköpingsvägen,60,yes,2,asphalt,"[2037308111, 297668147, 2467152985, 11343897098, 25501565, 11343897099, 25501568, 11343897100, 25501570, 11343897102, 11343897101, 25501572, 11343897103, 25501574, 11343897104, 2189035663, 11343897105, 25501576, 11343897106, 1665508306, 11343897107, 1665508429, 25501580, 11343897108, 11343897109, 11343897110, 25501582]","LINESTRING (17.9542998 59.3798364, 17.9544749 59.379812900000005, 17.9554605 59.379695600000005, 17.956103600000002 59.379628200000006, 17.9566966 59.3795725, 17.957346700000002 59.3795225, 17.958183000000002 59.3794704, 17.958911500000003 59.379432800000004, 17.9596509 59.3794082, 17.9603219 59.379393, 17.960935900000003 59.37938750000001, 17.9616969 59.37939, 17.9621353 59.379398300000005, 17.962696 59.379415900000005, 17.963307800000003 59.3794485, 17.9639206 59.379493000000004, 17.9644325 59.379536300000005, 17.964865800000002 59.379581400000006, 17.965461400000002 59.3796503, 17.9659029 59.37971, 17.966428800000003 59.379786800000005, 17.966924900000002 59.3798699, 17.967448100000002 59.379963700000005, 17.96791 59.3800511, 17.968341000000002 59.3801477, 17.9686948 59.3802305, 17.969324500000003 59.380383300000005)",false,872.8073,60.0,52.36844,612639521676197887,612639521669906431,7
1672,51210344,1601798386,636606908,primary_link,Sundbybergskopplet,70.0,yes,2,asphalt,"[51210344, 6003114212, 51210343, 6003114213, 51210342, 1601798360, 6003114211, 51210341, 51210340, 1601798386]","LINESTRING (17.943828200000002 59.370474900000005, 17.9436837 59.3702546, 17.943586800000002 59.370131900000004, 17.943434 59.369987, 17.9432511 59.3698472, 17.943042300000002 59.369740300000004, 17.9428392 59.369652300000006, 17.9425995 59.3695681, 17.9422953 59.3694855, 17.942025400000002 59.3694331)",false,161.76776,70.0,8.319485,612639521764278271,612639521764278271,8
1673,10886176149,103885473,301972158,tertiary,Rissneleden,30,,,asphalt,"[10886176149, 103885472, 9126937439, 103885473]","LINESTRING (17.9418222 59.37896430000001, 17.9416765 59.3789804, 17.9413232 59.3790369, 17.9410819 59.379095400000004)",false,44.55314,30.0,5.3463764,612639521676197887,612639521737015295,6
1674,1906492870,1520446742,321139416,service,,20.0,,2,gravel,"[1906492870, 254487868, 1762961339, 1762961341, 1520446742]","LINESTRING (17.963899100000003 59.398247600000005, 17.963911200000002 59.399211900000005, 17.9639206 59.3992342, 17.9639606 59.399328100000005, 17.964035000000003 59.399465600000006)",false,136.3061,20.0,24.535099,612639521688780799,612639521688780799,8
1675,423892,2696332535,461000449,secondary,Enköpingsvägen,60,yes,2,asphalt,"[423892, 262449761, 11343897135, 2696332535]","LINESTRING (17.9760239 59.381224800000005, 17.9763217 59.38119090000001, 17.976566000000002 59.381157200000004, 17.9768119 59.3811168)",false,46.249004,60.0,2.7749403,612639521669906431,612639521669906431,8
1676,9695303312,9695303310,24324611,residential,Kyrkogårdsvägen,30,,,asphalt,"[9695303312, 263772683, 9695303310]","LINESTRING (17.9626004 59.3718951, 17.9625483 59.3719175, 17.962422 59.372025400000005)",false,17.831326,30.0,2.139759,612639521705558015,612639521705558015,8
1677,262935126,1526070027,43471642,tertiary,Järnvägsgatan,40,yes,,asphalt,"[262935126, 1697498923, 1920262865, 267952200, 1526070027]","LINESTRING (17.958166000000002 59.365277000000006, 17.958260000000003 59.365248, 17.9583485 59.365214900000005, 17.9585875 59.365133900000004, 17.9587592 59.365079400000006)",false,40.171967,40.0,3.6154768,612639521770569727,612639521770569727,8
1678,9967883395,269741067,24829127,unclassified,Hallonbergsplan,40.0,yes,,asphalt,"[9967883395, 269741066, 1077575956, 269741067]","LINESTRING (17.9707258 59.375816300000004, 17.9704345 59.3757996, 17.9701914 59.3758191, 17.9694091 59.375923400000005)",false,76.348465,40.0,6.871362,612639521707655167,612639521667809279,6
1679,274909675,274909676,328181985,residential,Karlavägen,30,,,asphalt,"[274909675, 13835027355, 274909676]","LINESTRING (17.9586423 59.370923600000005, 17.959207900000003 59.370931000000006, 17.9596701 59.370937000000005)",false,58.245346,30.0,6.9894414,612639521766375423,612639521705558015,6
1680,1906492878,254487867,321139415,service,,20.0,,2,gravel,"[1906492878, 11956519304, 277295801, 738039132, 254487867]","LINESTRING (17.9636348 59.3977574, 17.963722 59.3978747, 17.9638074 59.3980181, 17.9638266 59.398057900000005, 17.9638506 59.3981276)",false,43.033485,20.0,7.746027,612639521688780799,612639521688780799,8
1681,8138023275,280775392,25746784,residential,Vattugatan,30,,,asphalt,"[8138023275, 280775392]","LINESTRING (17.963009500000002 59.366586000000005, 17.9624926 59.366751400000005)",false,34.582764,30.0,4.149932,612639521705558015,612639521705558015,8
1682,431710,2026646312,192096971,secondary_link,,30,yes,,asphalt,"[431710, 2026646297, 2026646343, 9116792818, 2026646320, 2026646312]","LINESTRING (17.9458939 59.381212600000005, 17.945557100000002 59.38132040000001, 17.9453842 59.3813972, 17.945374400000002 59.3814051, 17.9452801 59.3814811, 17.945181400000003 59.3816342)",false,64.47496,30.0,7.736995,612639521676197887,612639521672003583,7
1683,9359561205,103853893,11629538,tertiary,Kvarnvägen,30,yes,2,asphalt,"[9359561205, 13303109178, 103853893]","LINESTRING (17.9389587 59.380802200000005, 17.9389168 59.3810665, 17.938909600000002 59.381364600000005)",false,62.634182,30.0,7.516102,612639521737015295,612639521737015295,8
1684,539181856,105412835,43040926,unclassified,Ursviksvägen,30,,,asphalt,"[539181856, 539181857, 539181858, 539181859, 105412835]","LINESTRING (17.9569712 59.383872000000004, 17.957063400000003 59.383785700000004, 17.9576178 59.3833148, 17.9578177 59.3830802, 17.9579297 59.38298760000001)",false,112.50762,30.0,13.500915,612639521663614975,612639521663614975,8
1685,8975313958,117210734,1149939672,unclassified,Milstensvägen,30,,,asphalt,"[8975313958, 7739123891, 117210734]","LINESTRING (17.955903300000003 59.384629200000006, 17.9556721 59.384462600000006, 17.955564900000002 59.3843668)",false,34.945457,30.0,4.1934547,612639521663614975,612639521663614975,8
1686,267952608,280784751,87935763,tertiary,Järnvägsgatan,40,,2,asphalt,"[267952608, 280784751]","LINESTRING (17.970339900000003 59.361451, 17.971881500000002 59.360984200000004)",false,101.61577,40.0,9.145419,612639521709752319,612639521709752319,8
1687,3821680953,269742871,43471634,residential,Albygatan,30,,,asphalt,"[3821680953, 1017320826, 3821680956, 269742871]","LINESTRING (17.9705765 59.358453100000006, 17.9705273 59.358659, 17.970529000000003 59.358794, 17.970538400000002 59.358869600000006)",false,46.499016,30.0,5.579882,612639521078509567,612639521078509567,8
1688,274909676,310085099,328181985,residential,Karlavägen,30,,,asphalt,"[274909676, 9957035483, 13834897203, 310085099]","LINESTRING (17.9596701 59.370937000000005, 17.9604088 59.3709968, 17.9604126 59.370997300000006, 17.9604754 59.3710047)",false,46.247265,30.0,5.549672,612639521705558015,612639521705558015,8
1689,280775392,10197003602,25746784,residential,Vattugatan,30,,,asphalt,"[280775392, 10197003602]","LINESTRING (17.9624926 59.366751400000005, 17.9619548 59.366923500000006)",false,35.981663,30.0,4.3177996,612639521705558015,612639521705558015,8
1690,262675557,423891,8199828,secondary_link,,60,yes,1,asphalt,"[262675557, 2696332542, 2696332540, 4000431965, 2696332538, 423891]","LINESTRING (17.976497900000002 59.3815103, 17.97641 59.38144810000001, 17.976324 59.3814081, 17.976274800000002 59.381393700000004, 17.9762051 59.3813734, 17.9760595 59.3813448)",false,31.716175,60.0,1.9029706,612639521669906431,612639521669906431,8
1691,1601796229,56542926,414672279,tertiary,Bällstabro,40,yes,2,asphalt,"[1601796229, 7320464389, 2641428890, 56542926]","LINESTRING (17.9610314 59.360282000000005, 17.961702300000002 59.360450500000006, 17.9617897 59.360473400000004, 17.962058900000002 59.3605444)",false,65.13143,40.0,5.8618293,612639521086898175,612639521086898175,8
1692,102598344,1535175816,140117819,service,,20.0,,,,"[102598344, 310086673, 1535175834, 1535175816]","LINESTRING (17.940019200000002 59.37818, 17.9401008 59.378182, 17.9402848 59.378183400000005, 17.941218300000003 59.3780598)",false,69.67981,20.0,12.542366,612639521737015295,612639521676197887,6
1693,105412827,9625070740,61634425,unclassified,Ursviksvägen,30,,,asphalt,"[105412827, 9625070740]","LINESTRING (17.9663274 59.3816974, 17.9666237 59.381644)",false,17.800066,30.0,2.136008,612639521663614975,612639521663614975,8
1694,105420252,105412833,11774657,residential,de Lavalvägen,30,,,,"[105420252, 105412833]","LINESTRING (17.9597851 59.382196300000004, 17.9596318 59.38276630000001)",false,63.97294,30.0,7.676752,612639521663614975,612639521663614975,8
1695,105420556,105412834,11774693,residential,Länsmansbacken,30,,,asphalt,"[105420556, 2533614010, 105412834]","LINESTRING (17.9583362 59.38145660000001, 17.9586642 59.3820811, 17.958881400000003 59.382817300000006)",false,154.66351,30.0,18.559622,612639521663614975,612639521663614975,8
1696,234626294,1363976641,146215724,residential,Ekovägen,30.0,,,asphalt,"[234626294, 1363976627, 1363976624, 3253441159, 10867009734, 1363976626, 13157789017, 1363976641]","LINESTRING (17.944912000000002 59.3728793, 17.9448662 59.373281000000006, 17.944877 59.3733597, 17.944909600000003 59.3734144, 17.9449416 59.373453600000005, 17.9449949 59.3734983, 17.9456212 59.37388550000001, 17.9457261 59.373950400000005)",false,135.54448,30.0,16.265337,612639521766375423,612639521766375423,8
1697,262450768,262450767,43040918,living_street,,20.0,yes,,asphalt,"[262450768, 539181811, 539181812, 539181813, 539181814, 539181815, 539181816, 539181817, 539181818, 262450767]","LINESTRING (17.9534099 59.384072100000004, 17.953624400000002 59.384050300000006, 17.9541223 59.3839672, 17.9542647 59.383950000000006, 17.9543111 59.3839891, 17.954465600000002 59.384185800000004, 17.9544742 59.3842645, 17.954431200000002 59.3843126, 17.9543246 59.3843485, 17.9537277 59.384526900000004)",false,140.05394,20.0,25.209711,612639521663614975,612639521663614975,8
1698,263777045,263777047,631380654,residential,Marketenterigatan,30,,,asphalt,"[263777045, 13011309995, 5962543928, 8593526989, 263777047]","LINESTRING (17.9314936 59.375497, 17.931172500000002 59.3752871, 17.9311198 59.375252700000004, 17.9307969 59.37512400000001, 17.9306696 59.3750945)",false,65.587524,30.0,7.870503,612639521774764031,612639521774764031,8
1699,1696570245,267952608,43996602,tertiary,Järnvägsgatan,30,yes,1,asphalt,"[1696570245, 304089410, 11099502678, 11099502682, 1357212230, 267952608]","LINESTRING (17.966311700000002 59.362686000000004, 17.9672881 59.362373100000006, 17.9685236 59.3619835, 17.9690462 59.3618187, 17.970165 59.361465900000006, 17.970339900000003 59.361451)",false,267.1171,30.0,32.05405,612639521709752319,612639521709752319,8
1700,8254871434,269741068,887866456,unclassified,Hallonbergsplan,40.0,,,asphalt,"[8254871434, 8254871435, 8254871436, 8254871437, 8254871438, 8254871439, 8254871440, 8254871441, 269741068]","LINESTRING (17.969328400000002 59.375883900000005, 17.9685895 59.375984, 17.968499400000002 59.3759936, 17.9684229 59.3759869, 17.968381100000002 59.375958000000004, 17.968367100000002 59.375922300000006, 17.968390900000003 59.3758951, 17.9684682 59.375876100000006, 17.969266400000002 59.375762400000006)",false,116.07862,40.0,10.447076,612639521667809279,612639521667809279,8
1701,269742871,269742914,43471634,residential,Albygatan,30,,,asphalt,"[269742871, 538853948, 269742914]","LINESTRING (17.970538400000002 59.358869600000006, 17.9709897 59.3595759, 17.971075300000003 59.3596409)",false,91.30108,30.0,10.956129,612639521078509567,612639521078509567,8
1702,274909365,310085396,146215700,residential,Rensgatan,30,,,asphalt,"[274909365, 773537229, 310085395, 310085396]","LINESTRING (17.9734678 59.367207, 17.9732838 59.3671985, 17.9728894 59.3671865, 17.9717136 59.3672521)",false,99.86946,30.0,11.984335,612639521697169407,612639521705558015,7
1703,423918,1334976955,46833555,secondary,Enköpingsvägen,60,yes,1,asphalt,"[423918, 1334976955]","LINESTRING (17.9700288 59.380557, 17.9704586 59.3806628)",false,27.035635,60.0,1.6221381,612639521669906431,612639521669906431,8
1704,234629935,310085045,28231832,residential,Duvkullavägen,30,,,asphalt,"[234629935, 1607524872, 310085044, 310085045]","LINESTRING (17.947746900000002 59.37090130000001, 17.9473515 59.3709652, 17.9469464 59.37107, 17.946274900000002 59.371264800000006)",false,93.01418,30.0,11.161702,612639521766375423,612639521766375423,8
1705,304089363,1601796219,27689861,service,Bangatan,20.0,yes,,asphalt,"[304089363, 10077535621, 2537983252, 304089368, 304089369, 304089372, 304089373, 2537983227, 5417235894, 1601796219]","LINESTRING (17.9654381 59.362658200000006, 17.9655451 59.362633800000005, 17.9658364 59.362567500000004, 17.9671704 59.362161500000006, 17.967673700000002 59.361976500000004, 17.967895300000002 59.361864600000004, 17.967824 59.3617787, 17.9676362 59.361611800000006, 17.967516 59.361495100000006, 17.967481300000003 59.3614632)",false,216.08545,20.0,38.895382,612639521709752319,612639521709752319,8
1706,310084542,3349990844,146215707,residential,Björkhagsvägen,30,no,,asphalt,"[310084542, 310084541, 310084540, 3349990844]","LINESTRING (17.9526763 59.36890090000001, 17.9527192 59.3688134, 17.9527192 59.3685947, 17.95271 59.3684822)",false,46.86715,30.0,5.624058,612639521766375423,612639521770569727,7
1707,310084813,310084542,146215707,residential,Björkhagsvägen,30,no,,asphalt,"[310084813, 310084542]","LINESTRING (17.9523398 59.36947970000001, 17.9526763 59.36890090000001)",false,67.123795,30.0,8.054855,612639521766375423,612639521766375423,8
1708,310084971,310085112,157516849,residential,Villavägen,30,,,asphalt,"[310084971, 310085112]","LINESTRING (17.9560561 59.36898420000001, 17.9557693 59.368915900000005)",false,17.93583,30.0,2.1522994,612639521766375423,612639521766375423,8
1709,10223269558,310085136,28231849,residential,Örnstigen,30,,,asphalt,"[10223269558, 310085136]","LINESTRING (17.957575600000002 59.3692963, 17.957668 59.3690615)",false,26.6282,30.0,3.195384,612639521766375423,612639521705558015,6
1710,310085270,9872335629,1076576394,service,,20.0,,,asphalt,"[310085270, 9872335628, 13072665606, 13072662283, 9872335629]","LINESTRING (17.9580167 59.365992000000006, 17.9581184 59.366037500000004, 17.9582398 59.366186400000004, 17.958552100000002 59.3665692, 17.958561 59.3665801)",false,73.00659,20.0,13.141187,612639521770569727,612639521770569727,8
1711,459614300,310085344,147543267,residential,Granlidsvägen,30,,,asphalt,"[459614300, 459614332, 1607524870, 310085342, 1526036340, 310085343, 310085344]","LINESTRING (17.9546996 59.366990300000005, 17.9543521 59.36684880000001, 17.954164600000002 59.3668071, 17.953955200000003 59.3668017, 17.953350200000003 59.366847500000006, 17.952667700000003 59.3669853, 17.9518275 59.3672374)",false,180.16704,30.0,21.620045,612639521770569727,612639521770569727,8
1712,10197005684,429341111,150812439,service,,20.0,,,,"[10197005684, 429341111]","LINESTRING (17.940156700000003 59.3809182, 17.9402048 59.3809904)",false,8.477856,20.0,1.526014,612639521737015295,612639521737015295,8
1713,429341131,429341139,36917623,service,,20.0,,,,"[429341131, 429341132, 429341134, 429341139]","LINESTRING (17.941057400000002 59.3804394, 17.941144700000002 59.380380200000005, 17.9414038 59.3803453, 17.9415464 59.3803229)",false,31.863127,20.0,5.735363,612639521737015295,612639521737015295,8
1714,10057311037,2459064556,147040320,residential,Vackra vägen,30,yes,1,asphalt,"[10057311037, 10057311039, 443408875, 10057311138, 1697890020, 2459064556]","LINESTRING (17.97363 59.36558290000001, 17.9734956 59.3654851, 17.9734583 59.365460500000005, 17.9734219 59.3654452, 17.973361500000003 59.365419800000005, 17.9732352 59.365394300000006)",false,31.541096,30.0,3.7849314,612639521709752319,612639521709752319,8
1715,443408915,443408916,339419036,tertiary,Tulegatan,40,yes,,asphalt,"[443408915, 1831426809, 443408916]","LINESTRING (17.9683639 59.366815100000004, 17.9704272 59.36615020000001, 17.9706498 59.366078900000005)",false,153.2184,40.0,13.789657,612639521705558015,612639521709752319,7
1716,461993454,461993455,147543235,residential,Högalidsvägen,30,,,asphalt,"[461993454, 13348681715, 461993455]","LINESTRING (17.94329 59.372261400000006, 17.9433133 59.372640100000005, 17.9433455 59.373162900000004)",false,100.29152,30.0,12.034982,612639521774764031,612639521774764031,8
1717,538853947,3705428838,718929103,tertiary,Landsvägen,30,yes,1,asphalt,"[538853947, 6204054185, 6204053782, 3705428847, 3705428838]","LINESTRING (17.9706689 59.3606564, 17.970749400000003 59.360587300000006, 17.9716089 59.360171300000005, 17.972507200000003 59.359760800000004, 17.972620600000003 59.3597382)",false,151.38187,30.0,18.165823,612639521709752319,612639521078509567,5
1718,303301018,539165336,43039155,residential,Föreningsvägen,30,,,asphalt,"[303301018, 13369205441, 539165320, 539165326, 539165336]","LINESTRING (17.9625162 59.3831245, 17.9627717 59.3830783, 17.9628598 59.38306240000001, 17.963211700000002 59.382992400000006, 17.9634778 59.38294870000001)",false,57.875618,30.0,6.9450746,612639521663614975,612639521663614975,8
1719,539181824,539181829,1184460956,residential,Forskningsringen,30,,,asphalt,"[539181824, 539181869, 4117252525, 539181870, 539181829]","LINESTRING (17.9499435 59.3840979, 17.9502646 59.3841255, 17.950659400000003 59.3841328, 17.951076800000003 59.384096400000004, 17.9514253 59.3840415)",false,85.45191,30.0,10.25423,612639521672003583,612639521672003583,8
1720,539181850,539181852,1184451096,unclassified,Ursviksvägen,30,,,asphalt,"[539181850, 7739123908, 539181851, 539181852]","LINESTRING (17.9552601 59.3839563, 17.955344 59.383943300000006, 17.9554143 59.3839321, 17.955908400000002 59.383846500000004)",false,38.692947,30.0,4.6431537,612639521663614975,612639521663614975,8
1721,539181852,539181856,1184451096,unclassified,Ursviksvägen,30,,,asphalt,"[539181852, 539181853, 539181854, 539181855, 539181856]","LINESTRING (17.955908400000002 59.383846500000004, 17.956147100000003 59.3838512, 17.9567525 59.383900700000005, 17.9568625 59.383902000000006, 17.9569712 59.383872000000004)",false,61.48268,30.0,7.377922,612639521663614975,612639521663614975,8
