edge_id,source,target,osm_id,highway,name,maxspeed,oneway,lanes,surface,refs,geometry,is_reverse,length_m,maxspeed_kmh,cost_s,from_cell,to_cell,lca_res
1,267953862,267953863,4589282,tertiary,,40,,2,asphalt,"[267953862, 516673006, 423911, 516673012, 267953863]","LINESTRING (17.973009100000002 59.378731, 17.973062600000002 59.3787796, 17.97308 59.378839600000006, 17.973056200000002 59.378894100000004, 17.972970500000002 59.378954400000005)",false,27.425505,40.0,2.4682956,612639521669906431,612639521669906431,8
2,267953863,267953865,45921868,tertiary,,40,,2,asphalt,"[267953863, 516673019, 423913, 516673023, 267953865]","LINESTRING (17.972970500000002 59.378954400000005, 17.9728763 59.3789828, 17.9727317 59.3789923, 17.972626400000003 59.378976900000005, 17.9725612 59.37895520000001)",false,25.073694,40.0,2.2566326,612639521669906431,612639521669906431,8
3,431666,13827834774,301973760,secondary,Enköpingsvägen,50,yes,2,asphalt,"[431666, 431665, 6003114314, 13289954911, 1536484197, 6003114313, 13827834774]","LINESTRING (17.9406202 59.3816599, 17.939926800000002 59.38171500000001, 17.939413300000002 59.38176910000001, 17.9393309 59.381787900000006, 17.9392386 59.3818033, 17.939156500000003 59.3818306, 17.939056400000002 59.381863800000005)",false,92.37341,50.0,6.650886,612639521737015295,612639521737015295,8
4,12953812439,50452644,926007510,primary_link,,50,yes,,asphalt,"[12953812439, 12953812464, 12953812465, 8593526994, 12953812466, 50452644]","LINESTRING (17.9290516 59.375868800000006, 17.9287077 59.3757591, 17.9285712 59.3757457, 17.9284015 59.3757546, 17.9282369 59.3757876, 17.9280897 59.3758241)",false,59.813717,50.0,4.3065877,612639521734918143,612639521734918143,8
5,102598275,12122786268,43276390,tertiary,Rissneleden,30,,2,asphalt,"[102598275, 1535175831, 102598277, 4133673155, 102598280, 12122786268]","LINESTRING (17.937728500000002 59.3724653, 17.9374998 59.3725011, 17.937320800000002 59.372525700000004, 17.936979 59.372573300000006, 17.9365126 59.372669800000004, 17.9362005 59.372772100000006)",false,93.66882,30.0,11.240259,612639521774764031,612639521774764031,8
6,10901451643,103885436,995231310,tertiary,Rissneleden,30,,,asphalt,"[10901451643, 1765286492, 9190246133, 103885436]","LINESTRING (17.9664384 59.37708730000001, 17.9663896 59.3770948, 17.9660775 59.377142500000005, 17.965591800000002 59.377217)",false,50.074078,30.0,6.0088897,612639521667809279,612639521667809279,8
7,103885442,103885444,301972160,tertiary,Rissneleden,30,,,asphalt,"[103885442, 103885443, 9967883382, 103885444]","LINESTRING (17.9571347 59.3777781, 17.956711300000002 59.37748560000001, 17.9560992 59.3770316, 17.955866800000003 59.376862900000006)",false,124.567375,30.0,14.948085,612639521667809279,612639521667809279,8
8,13827899002,105411322,493746717,residential,Gamla Enköpingsvägen,30,,,asphalt,"[13827899002, 262454831, 13046602891, 105411322]","LINESTRING (17.9495031 59.3809662, 17.9504874 59.3807376, 17.9509563 59.380650200000005, 17.9513632 59.3805946)",false,113.40588,30.0,13.608706,612639521676197887,612639521676197887,8
9,105412828,105412827,1184586159,unclassified,Ursviksvägen,30,,,asphalt,"[105412828, 105412827]","LINESTRING (17.9657042 59.381809700000005, 17.9663274 59.3816974)",false,37.43778,30.0,4.492533,612639521663614975,612639521663614975,8
10,105419605,539165115,1184586159,unclassified,Ursviksvägen,30,,,asphalt,"[105419605, 539165115]","LINESTRING (17.9644918 59.38202810000001, 17.9655816 59.3818318)",false,65.46475,30.0,7.85577,612639521663614975,612639521663614975,8
11,105418870,105420556,11774672,residential,Frejavägen,30,,,asphalt,"[105418870, 105420557, 105420556]","LINESTRING (17.9565015 59.381927000000005, 17.9576493 59.381688000000004, 17.9583362 59.38145660000001)",false,116.86741,30.0,14.024089,612639521663614975,612639521663614975,8
12,117423308,1077576037,995231313,residential,Hallonbergsvägen,30,,,,"[117423308, 2433935235, 1077575888, 1077576037]","LINESTRING (17.9652001 59.3764532, 17.9651825 59.376389100000004, 17.965163500000003 59.376317, 17.9650445 59.3762338)",false,26.73254,30.0,3.2079048,612639521667809279,612639521667809279,8
13,1607524897,234629937,147543265,residential,Rinkebyvägen,30,,,asphalt,"[1607524897, 234629937]","LINESTRING (17.9476641 59.36960070000001, 17.9478292 59.370169100000005)",false,63.891556,30.0,7.6669865,612639521766375423,612639521766375423,8
14,262450767,262450768,24239899,residential,Backstugevägen,30,,,asphalt,"[262450767, 262450768]","LINESTRING (17.9537277 59.384526900000004, 17.9534099 59.384072100000004)",false,53.67824,30.0,6.441389,612639521663614975,612639521663614975,8
15,263764514,280785155,24324041,residential,Götgatan,30,,,asphalt,"[263764514, 263764515, 263764516, 280785155]","LINESTRING (17.980006 59.361927800000004, 17.9788816 59.3627763, 17.9783666 59.362973200000006, 17.9779467 59.3631122)",false,178.70305,30.0,21.444366,612639521701363711,612639521701363711,8
16,274910764,4987350136,1068575929,tertiary,Kavallerivägen,30,yes,,asphalt,"[274910764, 587668796, 9809173887, 4987350136]","LINESTRING (17.9391882 59.3753916, 17.9391663 59.3753061, 17.9393344 59.374675, 17.939347700000003 59.374636300000006)",false,84.774635,30.0,10.172956,612639521774764031,612639521774764031,8
17,1607524811,51214275,1068575934,tertiary,Rissneleden,50,yes,,asphalt,"[1607524811, 51214275]","LINESTRING (17.9416394 59.370725, 17.9417569 59.37079610000001)",false,10.335092,50.0,0.7441266,612639521774764031,612639521774764031,8
18,102598282,4133673172,1068575923,tertiary,Rissneleden,30,yes,,asphalt,"[102598282, 9809173871, 9809173872, 9809173864, 4133673172]","LINESTRING (17.935316 59.373115000000006, 17.9351223 59.3732113, 17.9346693 59.3733987, 17.9345174 59.3734691, 17.934455 59.3735045)",false,65.31126,30.0,7.8373504,612639521774764031,612639521774764031,8
19,105419604,105419605,1184449839,residential,Frejavägen,30,,,asphalt,"[105419604, 105419605]","LINESTRING (17.9631702 59.381581100000005, 17.9644918 59.38202810000001)",false,89.84705,30.0,10.781646,612639521663614975,612639521663614975,8
20,263777045,5962543927,772006658,residential,Ryttmästarvägen,30,,,paved,"[263777045, 8593526980, 5962543927]","LINESTRING (17.9314936 59.375497, 17.9315542 59.3754822, 17.9316171 59.375466900000006)",false,7.7549553,30.0,0.9305946,612639521774764031,612639521774764031,8
21,269741781,8137902136,588995656,tertiary,Hamngatan,30,no,2,asphalt,"[269741781, 8137902136]","LINESTRING (17.9667722 59.35694230000001, 17.966936200000003 59.3568544)",false,13.487868,30.0,1.6185441,612639521078509567,612639521078509567,8
22,269742318,8905575597,24829263,residential,Albygatan,30,no,,asphalt,"[269742318, 8905550480, 8905575597]","LINESTRING (17.970693400000002 59.357973400000006, 17.9707106 59.3578726, 17.9707912 59.357506900000004)",false,52.170498,30.0,6.2604594,612639521078509567,612639521078509567,8
23,274910762,9809173881,1068575929,tertiary,Kavallerivägen,30,yes,,asphalt,"[274910762, 9809173883, 9809173882, 9809173881]","LINESTRING (17.9392259 59.374123100000006, 17.9391377 59.3740157, 17.9389325 59.373813500000004, 17.938311000000002 59.373327800000006)",false,102.72502,30.0,12.327003,612639521774764031,612639521774764031,8
24,51209964,11224558046,46708012,tertiary,Järnvägsgatan,40,,,asphalt,"[51209964, 2769114865, 11224558046]","LINESTRING (17.943974100000002 59.370456600000004, 17.9442022 59.370428000000004, 17.9445131 59.37039480000001)",false,31.303837,40.0,2.8173454,612639521764278271,612639521766375423,7
25,1607524814,102598328,147543251,service,,20.0,,,,"[1607524814, 102598328]","LINESTRING (17.9370038 59.3805946, 17.9370999 59.3804749)",false,14.379828,20.0,2.588369,612639521737015295,612639521737015295,8
26,7406399497,103886085,11634011,unclassified,Gesällvägen,40,,2,asphalt,"[7406399497, 297941204, 103886085]","LINESTRING (17.9708276 59.377538400000006, 17.9708897 59.378060600000005, 17.9709267 59.378227700000004)",false,76.8709,40.0,6.918381,612639521667809279,612639521669906431,7
27,105412830,10188497293,43040926,unclassified,Ursviksvägen,30,,,asphalt,"[105412830, 10188497293]","LINESTRING (17.9616598 59.3825519, 17.9627222 59.382355800000006)",false,63.995445,30.0,7.6794534,612639521663614975,612639521663614975,8
28,442092345,269741775,24829236,residential,Hamngatan,7,,,asphalt,"[442092345, 7320464393, 269741775]","LINESTRING (17.9646051 59.3585463, 17.964213700000002 59.3584553, 17.9641208 59.3584304)",false,30.328953,7.0,15.597748,612639521086898175,612639521086898175,8
29,9814175514,587669102,46100877,residential,Mässvägen,30,,,asphalt,"[9814175514, 301359713, 587669102]","LINESTRING (17.9329067 59.3780768, 17.932856100000002 59.378171900000005, 17.932748800000002 59.3784628)",false,43.868694,30.0,5.2642436,612639521737015295,612639521737015295,8
30,310084635,1526189745,147543271,residential,Kanalstigen,30,,,asphalt,"[310084635, 1607524840, 2501477201, 310084638, 2501477207, 310084639, 1607524835, 1526189745]","LINESTRING (17.959265600000002 59.3677287, 17.9591318 59.3677585, 17.959117300000003 59.367761800000004, 17.9584699 59.3679081, 17.958197000000002 59.3679301, 17.9581652 59.367932700000004, 17.9574146 59.367955300000006, 17.957240300000002 59.367964400000005)",false,119.30402,30.0,14.3164835,612639521770569727,612639521770569727,8
31,310084813,310084817,157517678,residential,Lönnvägen,30,,,asphalt,"[310084813, 310084815, 310084816, 310084817]","LINESTRING (17.9523398 59.36947970000001, 17.9513676 59.3693894, 17.9511973 59.369413300000005, 17.950924500000003 59.3695299)",false,86.16742,30.0,10.34009,612639521766375423,612639521766375423,8
32,10223492693,310085072,157515403,residential,Sveavägen,30,,,asphalt,"[10223492693, 2769114733, 9695303267, 310085074, 9695303266, 2769115009, 310085073, 9695303265, 2769114443, 310085072]","LINESTRING (17.9593205 59.3720895, 17.9592721 59.3722002, 17.9592578 59.37225660000001, 17.959252900000003 59.372322700000005, 17.9592581 59.3723942, 17.9592967 59.3725728, 17.959296900000002 59.3726599, 17.959283300000003 59.372767100000004, 17.959150700000002 59.37317650000001, 17.959124300000003 59.373247400000004)",false,130.01811,30.0,15.602174,612639521766375423,612639521766375423,8
33,310085182,310085190,28231866,residential,Alms väg,30,,,asphalt,"[310085182, 9695303253, 310085188, 9695303254, 310085189, 2769115150, 9695303255, 310085190]","LINESTRING (17.956620400000002 59.372306800000004, 17.957061 59.3718349, 17.9571164 59.3717727, 17.957125 59.3717321, 17.957115700000003 59.3716823, 17.9570906 59.371633100000004, 17.9570396 59.371589900000004, 17.9569975 59.37155610000001)",false,91.51439,30.0,10.981727,612639521766375423,612639521766375423,8
34,3349990845,459614300,338864101,residential,Björkhagsvägen,30,,,asphalt,"[3349990845, 310085326, 459614300]","LINESTRING (17.9526447 59.368042, 17.9534901 59.367572100000004, 17.9546996 59.366990300000005)",false,165.12224,30.0,19.814669,612639521770569727,612639521770569727,8
35,459672088,10864485395,1168228480,service,,20.0,,,asphalt,"[459672088, 10864485387, 10864485395]","LINESTRING (17.95731 59.376382400000004, 17.9573389 59.3764289, 17.957460400000002 59.376413400000004)",false,12.518065,20.0,2.2532518,612639521667809279,612639521667809279,8
36,527849641,9134505131,988232287,service,,20.0,,,asphalt,"[527849641, 9134505138, 9134505137, 9134505136, 9134505135, 9134505134, 9134505133, 9134505132, 9625070736, 9134505131]","LINESTRING (17.9714215 59.379063200000004, 17.9711062 59.3790489, 17.970977400000002 59.3790509, 17.9708648 59.379068000000004, 17.9707709 59.3791042, 17.970693100000002 59.379174600000006, 17.9705657 59.379273600000005, 17.9704222 59.379359, 17.970115 59.379486500000006, 17.969245100000002 59.379631100000005)",false,147.46576,20.0,26.543839,612639521669906431,612639521669906431,8
37,527849666,9362924118,1029856952,unclassified,Gesällvägen,20,,,asphalt,"[527849666, 9362924118]","LINESTRING (17.968719500000002 59.37990490000001, 17.966642800000002 59.379562500000006)",false,123.6261,20.0,22.252697,612639521669906431,612639521667809279,7
38,538812431,8606191911,825503632,service,,20.0,,,fine_gravel,"[538812431, 8905550505, 7708033953, 8606191911]","LINESTRING (17.9700902 59.35702250000001, 17.9700862 59.35705540000001, 17.970077800000002 59.357123800000004, 17.970031900000002 59.3573686)",false,38.63048,20.0,6.953487,612639521078509567,612639521078509567,8
39,539165292,539165648,80376969,residential,Fasanstigen,30,,,asphalt,"[539165292, 539165670, 539165648]","LINESTRING (17.9621357 59.3837355, 17.963079800000003 59.384076500000006, 17.963594800000003 59.3842469)",false,100.32365,30.0,12.038837,612639521663614975,612639521663614975,8
40,2026646300,539181823,235393363,residential,Arrendevägen,30,yes,,,"[2026646300, 539181823]","LINESTRING (17.947256900000003 59.3837625, 17.9474015 59.384033300000006)",false,31.205156,30.0,3.7446191,612639521672003583,612639521672003583,8
41,587668753,587668748,46100822,service,,20.0,,,asphalt,"[587668753, 587668748]","LINESTRING (17.9347354 59.375411400000004, 17.934427200000002 59.3754544)",false,18.10057,20.0,3.2581027,612639521774764031,612639521774764031,8
42,587668834,587668830,1180910373,tertiary,Trossvägen,30,,,asphalt,"[587668834, 587668833, 10867075634, 587668832, 10867075633, 587668830]","LINESTRING (17.941737 59.3764626, 17.9418762 59.3766642, 17.9419198 59.3767597, 17.941939100000003 59.3768552, 17.9419232 59.376961800000004, 17.9418613 59.3770797)",false,70.798965,30.0,8.495875,612639521774764031,612639521676197887,6
43,587668879,10882926264,46100877,residential,Mässvägen,30,,,asphalt,"[587668879, 10882900596, 1352436404, 587669096, 587669097, 587669098, 587669099, 587669100, 10882926264]","LINESTRING (17.935038900000002 59.377281200000006, 17.9349515 59.377344300000004, 17.9347347 59.37737920000001, 17.9344009 59.3774232, 17.9338528 59.37754580000001, 17.933497000000003 59.37765890000001, 17.9332073 59.377768200000006, 17.933046400000002 59.3778938, 17.9329784 59.3779757)",false,145.63907,30.0,17.476686,612639521737015295,612639521737015295,8
44,527857261,539181794,61634425,unclassified,Ursviksvägen,30,,,asphalt,"[527857261, 539181794]","LINESTRING (17.9677557 59.381440100000006, 17.968373200000002 59.381322100000006)",false,37.35188,30.0,4.4822254,612639521669906431,612639521669906431,8
45,10196980856,280784846,146215727,residential,Rosengatan,30,no,2,asphalt,"[10196980856, 12106873371, 280784846]","LINESTRING (17.9729569 59.363584800000005, 17.9732579 59.3638325, 17.9733336 59.363894800000004)",false,40.544094,30.0,4.865291,612639521709752319,612639521709752319,8
46,304089425,1711961497,27689880,residential,Prästgårdsgatan,30,,,asphalt,"[304089425, 1711961497]","LINESTRING (17.9710901 59.3634009, 17.971371400000002 59.3633091)",false,18.927958,30.0,2.271355,612639521709752319,612639521709752319,8
47,310085112,310084629,28231775,residential,Eriksvägen,30,,,asphalt,"[310085112, 310084629]","LINESTRING (17.9557693 59.368915900000005, 17.955594700000002 59.3683819)",false,60.196423,30.0,7.2235703,612639521766375423,612639521770569727,7
48,310084856,1697509252,38892088,residential,Villavägen,30,,,asphalt,"[310084856, 1697509252]","LINESTRING (17.9589903 59.368693900000004, 17.9594689 59.36855190000001)",false,31.377502,30.0,3.7653,612639521705558015,612639521705558015,8
49,310085050,310084966,28231775,residential,Eriksvägen,30,,,asphalt,"[310085050, 13110493011, 13110477778, 13110493012, 310084966]","LINESTRING (17.9544852 59.3723898, 17.954500900000003 59.3723187, 17.954550400000002 59.372094600000004, 17.9545564 59.3720676, 17.9546791 59.371512300000006)",false,98.18989,30.0,11.782786,612639521766375423,612639521766375423,8
50,1664520663,443351207,153813591,service,Örsvängen,20.0,yes,,asphalt,"[1664520663, 1664520659, 1664520658, 1664520666, 1664520656, 1664520654, 1664520651, 443351207]","LINESTRING (17.9764182 59.373235, 17.976406 59.373102, 17.9765109 59.3729924, 17.976542300000002 59.3729785, 17.9767343 59.3729389, 17.9769113 59.3729389, 17.9770776 59.3730072, 17.9772043 59.37306400000001)",false,74.14184,20.0,13.3455305,612639521707655167,612639521707655167,8
51,2433935248,738086057,235315006,service,,20.0,,,asphalt,"[2433935248, 738086057]","LINESTRING (17.9713023 59.3757935, 17.971176800000002 59.375820700000006)",false,7.725386,20.0,1.3905694,612639521707655167,612639521707655167,8
52,747400811,1665508361,283013628,unclassified,Råsta Gård,40.0,,,asphalt,"[747400811, 747400720, 747400734, 1665508441, 747400771, 747400779, 1665508361]","LINESTRING (17.976934500000002 59.37993230000001, 17.9769173 59.379842800000006, 17.9768864 59.3797453, 17.9768547 59.3796698, 17.976829000000002 59.379608700000006, 17.9768198 59.379561700000004, 17.976843000000002 59.379301000000005)",false,70.78494,40.0,6.3706446,612639521669906431,612639521669906431,8
53,938258073,2343329799,225567948,service,,20.0,,,fine_gravel,"[938258073, 2343329799]","LINESTRING (17.978475800000002 59.384228500000006, 17.9791068 59.384215600000005)",false,35.76179,20.0,6.437123,612639521669906431,612639521722335231,6
54,1687004435,947344443,156445988,residential,Furuvägen,30.0,,,asphalt,"[1687004435, 1687004418, 947344443]","LINESTRING (17.9711471 59.3667457, 17.9709878 59.366616900000004, 17.970945 59.36658130000001)",false,21.570942,30.0,2.588513,612639521709752319,612639521709752319,8
55,1105689922,1105689915,95339545,residential,Igelbäcksvägen,30,,,asphalt,"[1105689922, 1300016015, 1105689915]","LINESTRING (17.956085700000003 59.386627700000005, 17.9567522 59.3866602, 17.957375300000002 59.386670800000005)",false,73.21606,30.0,8.785927,612639521674100735,612639521674100735,8
56,1017320879,1367201148,378406279,tertiary,Tulegatan,40,yes,,asphalt,"[1017320879, 1367201148]","LINESTRING (17.962834100000002 59.3686931, 17.9615888 59.36910400000001)",false,84.054665,40.0,7.56492,612639521705558015,612639521705558015,8
57,1017320791,9941801064,378406276,residential,Lötgatan,30,,,asphalt,"[1017320791, 10057311290, 9956419944, 9941801064]","LINESTRING (17.9627513 59.3686261, 17.9626859 59.3685753, 17.9626653 59.368557, 17.962315200000003 59.368269000000005)",false,46.77062,30.0,5.612474,612639521705558015,612639521705558015,8
58,1528126199,1607524859,139378183,service,,20.0,,,,"[1528126199, 1607524898, 1528126223, 1528126248, 1607524859]","LINESTRING (17.9511086 59.3664409, 17.9511828 59.3665425, 17.951171000000002 59.366595000000004, 17.950670900000002 59.3668412, 17.9505604 59.366871100000004)",false,64.418434,20.0,11.595319,612639521770569727,612639521770569727,8
59,1594886472,12122786274,1309100498,service,,20.0,,,,"[1594886472, 12122786272, 12122786273, 12122786274]","LINESTRING (17.9343751 59.37368540000001, 17.9344638 59.3736894, 17.9345296 59.373693200000005, 17.9347883 59.373632400000005)",false,24.934273,20.0,4.488169,612639521774764031,612639521774764031,8
60,3373302536,1599113034,208632022,service,,20.0,,,asphalt,"[3373302536, 5933842110, 1599113076, 1599113030, 1599113034]","LINESTRING (17.9571523 59.3793328, 17.9563288 59.37939110000001, 17.9557618 59.379431200000006, 17.9543882 59.379520500000005, 17.954340300000002 59.379379500000006)",false,173.84988,20.0,31.292976,612639521663614975,612639521676197887,7
61,1599113075,2037308111,146643957,unclassified,Madenvägen,40,yes,2,asphalt,"[1599113075, 1599113086, 1599113063, 1599113081, 2037308111]","LINESTRING (17.9539431 59.379125200000004, 17.954038 59.379206200000006, 17.9541668 59.379392, 17.9542606 59.379724, 17.9542998 59.3798364)",false,82.389725,40.0,7.415076,612639521676197887,612639521676197887,8
62,1599130092,1599129988,146643978,unclassified,Östra Madenvägen,50,yes,,asphalt,"[1599130092, 1599130042, 1599129988]","LINESTRING (17.9602767 59.378690600000006, 17.959879100000002 59.3786871, 17.9597592 59.3786567)",false,30.108547,50.0,2.1678154,612639521667809279,612639521667809279,8
63,1607524892,1607524880,147543234,service,,20.0,,,,"[1607524892, 1607524914, 1607524925, 1607524908, 1607524822, 1607524877, 1607524881, 1607524880]","LINESTRING (17.937136600000002 59.380763200000004, 17.9374583 59.3807843, 17.937630000000002 59.3808184, 17.937750700000002 59.380875800000005, 17.937828500000002 59.3809332, 17.9378633 59.381007000000004, 17.937874100000002 59.381173600000004, 17.937707800000002 59.3811723)",false,82.30941,20.0,14.815695,612639521737015295,612639521737015295,8
64,2462950638,9362941578,153814973,residential,Spelmanshöjden,30,,,asphalt,"[2462950638, 1664537798, 9362941578]","LINESTRING (17.9741049 59.374159600000006, 17.9742055 59.3742589, 17.9742034 59.374423)",false,30.672932,30.0,3.6807518,612639521707655167,612639521707655167,8
65,1676611082,1676611010,155246046,service,,20.0,,,,"[1676611082, 1676583041, 1676583043, 1676583060, 1676611010]","LINESTRING (17.976728400000002 59.3766777, 17.976696 59.376695500000004, 17.9765684 59.376713800000005, 17.9764278 59.3766784, 17.9763325 59.376631800000006)",false,26.573664,20.0,4.7832594,612639521707655167,612639521707655167,8
66,2026646248,1586643225,1274411121,residential,Skrivargatan,30,,,,"[2026646248, 1586643225]","LINESTRING (17.943893600000003 59.383472100000006, 17.9454622 59.383092700000006)",false,98.339806,30.0,11.8007765,612639521672003583,612639521672003583,8
67,1586643227,2026646302,235363404,residential,Marieborgsgatan,30,,,,"[1586643227, 2026646305, 2469879002, 2026646302]","LINESTRING (17.9482722 59.386983900000004, 17.947819300000003 59.387164600000006, 17.947477900000003 59.387264200000004, 17.946801 59.38745110000001)",false,98.45879,30.0,11.815055,612639521672003583,612639521672003583,8
68,1717432138,1599129985,159628274,service,,20.0,yes,,,"[1717432138, 1599129985]","LINESTRING (17.9596355 59.3789244, 17.9596489 59.379014000000005)",false,9.991931,20.0,1.7985475,612639521667809279,612639521667809279,8
69,9362941578,1664537776,153814973,residential,Spelmanshöjden,30,,,asphalt,"[9362941578, 1664537776]","LINESTRING (17.9742034 59.374423, 17.9742012 59.3745941)",false,19.02586,30.0,2.2831032,612639521707655167,612639521707655167,8
70,1687004423,1686980247,156449869,service,,20.0,,,asphalt,"[1687004423, 1831421239, 10057311060, 10057311069, 1686980247]","LINESTRING (17.9730482 59.36593010000001, 17.9728068 59.3656926, 17.972701400000002 59.36559080000001, 17.972687200000003 59.365577, 17.9726518 59.36554280000001)",false,48.57105,20.0,8.742789,612639521709752319,612639521709752319,8
71,8592182193,1687004435,156445988,residential,Furuvägen,30.0,,,asphalt,"[8592182193, 1687004435]","LINESTRING (17.971447700000002 59.3670144, 17.9711471 59.3667457)",false,34.391415,30.0,4.12697,612639521709752319,612639521709752319,8
72,1697487170,9774657562,156452177,residential,Bergaliden,30.0,,,asphalt,"[1697487170, 1687041410, 9774657562]","LINESTRING (17.9676434 59.36812260000001, 17.9676581 59.36812870000001, 17.9677642 59.3682139)",false,12.294069,30.0,1.4752883,612639521705558015,612639521705558015,8
73,1920255657,1680815530,155721226,unclassified,Max Sievertsgatan,40.0,,,asphalt,"[1920255657, 1680815530]","LINESTRING (17.9616981 59.3630165, 17.9617735 59.363078)",false,8.06345,40.0,0.72571045,612639521709752319,612639521709752319,8
74,1696502469,1696502596,24651227,residential,Esplanaden,30,,2,asphalt,"[1696502469, 1696502596]","LINESTRING (17.9661359 59.363237100000006, 17.966193800000003 59.3632866)",false,6.407782,30.0,0.76893383,612639521709752319,612639521709752319,8
75,12132472452,1696502469,24651227,residential,Esplanaden,30,,2,asphalt,"[12132472452, 1696502469]","LINESTRING (17.965811600000002 59.362961600000006, 17.9661359 59.363237100000006)",false,35.72313,30.0,4.286775,612639521709752319,612639521709752319,8
76,1765259949,9624101550,1046543144,service,,20.0,,,,"[1765259949, 9624101551, 9695292615, 9624101550]","LINESTRING (17.9570219 59.3744747, 17.956627400000002 59.3746122, 17.9565656 59.3746281, 17.9559023 59.37472090000001)",false,69.96216,20.0,12.593188,612639521667809279,612639521766375423,6
77,1845062881,1859397269,1041239807,tertiary,Järnvägsgatan,40,yes,1,asphalt,"[1845062881, 1859397269]","LINESTRING (17.9642793 59.363323400000006, 17.9646706 59.363199400000006)",false,26.11019,40.0,2.3499172,612639521709752319,612639521709752319,8
78,2026646241,11183826431,986218597,residential,Skrivargatan,30,,,,"[2026646241, 11183826431]","LINESTRING (17.9470059 59.38279180000001, 17.9474026 59.382760000000005)",false,22.742325,30.0,2.7290792,612639521672003583,612639521672003583,8
79,2026646217,2026646312,1116268364,residential,Oxenstiernas allé,30,yes,,asphalt,"[2026646217, 2026646312]","LINESTRING (17.9451419 59.381329300000004, 17.945181400000003 59.3816342)",false,33.977055,30.0,4.0772467,612639521672003583,612639521672003583,8
80,3009987248,1832074988,297222331,tertiary,Landsvägen,40,,1,asphalt,"[3009987248, 3009987247, 1832074988]","LINESTRING (17.974968500000003 59.3582867, 17.974877000000003 59.358274900000005, 17.974805500000002 59.3582441)",false,10.654492,40.0,0.95890427,612639521078509567,612639521078509567,8
81,2026646300,4742201527,192096978,residential,Ursviks allé,30,yes,,,"[2026646300, 4742035290, 4742201527]","LINESTRING (17.947256900000003 59.3837625, 17.9470418 59.3838092, 17.9463318 59.3839668)",false,57.10192,30.0,6.8522305,612639521672003583,612639521672003583,8
82,2026646302,2613388107,255667678,residential,Stugvägen,30,,,,"[2026646302, 13016852180, 13016852181, 2613388107]","LINESTRING (17.946801 59.38745110000001, 17.9467879 59.3874397, 17.9467463 59.387413800000004, 17.9461963 59.3867587)",false,84.41132,30.0,10.129359,612639521672003583,612639521672003583,8
83,1752455007,5062194101,519086760,living_street,Skvadronsbacken,20.0,,,,"[1752455007, 5062194101]","LINESTRING (17.9434203 59.3748876, 17.9429202 59.37494770000001)",false,29.105616,20.0,5.2390103,612639521774764031,612639521774764031,8
84,2026646211,2613388107,192096976,residential,Badhusgatan,30,,,,"[2026646211, 2613388107]","LINESTRING (17.9449261 59.3871034, 17.9461963 59.3867587)",false,81.50004,30.0,9.7800045,612639521672003583,612639521672003583,8
85,2026646280,2026646248,192096981,residential,Stallgatan,30,,,,"[2026646280, 12809929704, 2026646248]","LINESTRING (17.943495900000002 59.38258930000001, 17.943523300000003 59.382650000000005, 17.943893600000003 59.383472100000006)",false,100.71346,30.0,12.085615,612639521672003583,612639521672003583,8
86,2336545292,9790362573,1066123359,service,,20.0,,,,"[2336545292, 9790362573]","LINESTRING (17.9516245 59.389017300000006, 17.951546200000003 59.388972200000005)",false,6.6936183,20.0,1.2048513,612639521674100735,612639521674100735,8
87,13810375649,13810375647,226963465,service,,20.0,,,asphalt,"[13810375649, 2357011603, 13810375647]","LINESTRING (17.958796500000002 59.36434920000001, 17.9590125 59.364293800000006, 17.9590524 59.36428480000001)",false,16.174362,20.0,2.9113853,612639521770569727,612639521770569727,8
88,2433935253,2433935243,235314998,service,,20.0,,,asphalt,"[2433935253, 2433935243]","LINESTRING (17.9713754 59.3784883, 17.9712573 59.378377)",false,14.068,20.0,2.53224,612639521669906431,612639521669906431,8
89,2507156914,3009987246,297222332,tertiary,Landsvägen,40,,1,asphalt,"[2507156914, 3009987244, 6204054260, 3009987246]","LINESTRING (17.975125300000002 59.35815410000001, 17.9751359 59.358185600000006, 17.975131400000002 59.358220900000006, 17.975105600000003 59.358252500000006)",false,11.293076,40.0,1.0163769,612639521078509567,612639521078509567,8
90,2669356718,7095275374,759547514,service,,20.0,,,asphalt,"[2669356718, 7095275376, 7095275374]","LINESTRING (17.9643734 59.378712300000004, 17.966356100000002 59.3786033, 17.9669101 59.3785535)",false,144.81194,20.0,26.066147,612639521667809279,612639521667809279,8
91,13348755354,2769114870,1455569888,residential,Karlavägen,30.0,yes,,,"[13348755354, 13348755360, 2769114870]","LINESTRING (17.9518109 59.370019500000005, 17.951893300000002 59.370012700000004, 17.951956300000003 59.3700302)",false,8.794168,30.0,1.0553001,612639521766375423,612639521766375423,8
92,1697449479,1698508916,729198332,residential,Skogsbacken,30,no,,asphalt,"[1697449479, 11228724192, 11228724193, 1698508916]","LINESTRING (17.9783411 59.366411500000005, 17.978411 59.3665025, 17.9784234 59.3665187, 17.978562800000002 59.366700200000004)",false,34.47204,30.0,4.1366444,612639521697169407,612639521697169407,8
